molecule_id,therapeutic_area,molecular_weight,logP,hbond_donors,hbond_acceptors
MOL04353,Oncology,369.8,1.36,1,3
MOL04354,Oncology,469.09,1.99,2,10
MOL04355,Immunology,271.39,2.96,4,10
MOL04356,Oncology,369.27,3.08,5,5
MOL04357,Cardiology,462.78,4.78,2,3
MOL04358,Oncology,256.06,4.12,3,9
MOL04359,Immunology,484.4,1.86,3,10
MOL04360,Cardiology,401.04,1.72,4,3
MOL04361,Neurology,548.95,3.62,2,10
MOL04362,Cardiology,484.5,3.61,5,3
MOL04363,Immunology,441.66,2.08,2,9
MOL04364,Immunology,310.23,2.18,2,5
MOL04365,Cardiology,529.47,2.6,1,2
MOL04366,Cardiology,333.14,4.47,2,4
MOL04367,Neurology,546.85,3.23,1,1
MOL04368,Oncology,463.43,4.2,4,7
MOL04369,Neurology,304.59,4.52,3,3
MOL04370,Oncology,510.23,3.52,0,2
MOL04371,Neurology,510.78,3.84,0,10
MOL04372,Cardiology,408.58,4.89,4,5
MOL04373,Oncology,293.76,1.47,3,6
MOL04374,Immunology,442.98,2.78,5,3
MOL04375,Oncology,505.76,3.03,4,7
MOL04376,Oncology,352.43,4.49,0,1
MOL04377,Cardiology,270.61,3.18,0,9
MOL04378,Immunology,499.15,3.34,1,8
MOL04379,Oncology,337.78,2.44,5,1
MOL04380,Cardiology,318.7,4.95,0,9
MOL04381,Oncology,406.18,4.88,5,1
MOL04382,Neurology,399.38,1.11,0,3
MOL04383,Oncology,391.58,3.29,0,7
MOL04384,Immunology,364.51,4.28,2,5
MOL04385,Oncology,548.94,1.31,4,9
MOL04386,Oncology,471.62,4.33,3,2
MOL04387,Neurology,421.01,1.55,1,2
MOL04388,Neurology,547.28,4.98,3,4
MOL04389,Oncology,270.78,2.08,0,10
MOL04390,Neurology,306.62,4.44,0,8
MOL04391,Oncology,252.58,2.12,1,2
MOL04392,Cardiology,520.95,3.28,3,9
MOL04393,Oncology,449.92,2.64,4,4
MOL04394,Neurology,389.29,4.32,2,5
MOL04395,Cardiology,454.34,1.49,1,4
MOL04396,Oncology,308.33,1.41,3,2
MOL04397,Oncology,348.79,3.75,4,5
MOL04398,Cardiology,294.42,1.22,0,7
MOL04399,Neurology,442.13,3.23,3,5
MOL04400,Neurology,418.01,3.6,0,10
MOL04401,Neurology,325.16,1.23,1,4
MOL04402,Oncology,349.66,1.86,0,6
MOL04403,Neurology,478.78,3.99,5,8
MOL04404,Cardiology,409.1,3.7,1,1
MOL04405,Cardiology,434.39,3.57,5,4
MOL04406,Cardiology,536.96,3.47,5,2
MOL04407,Oncology,384.57,4.03,0,8
MOL04408,Neurology,335.88,1.63,2,10
MOL04409,Immunology,540.69,1.8,5,2
MOL04410,Cardiology,456.0,3.3,3,8
MOL04411,Neurology,502.54,3.61,4,8
MOL04412,Cardiology,336.15,4.98,0,8
MOL04413,Oncology,430.77,2.12,0,5
MOL04414,Immunology,394.27,3.1,1,5
MOL04415,Oncology,448.68,4.62,4,1
MOL04416,Immunology,355.57,4.19,1,5
MOL04417,Immunology,271.46,1.32,1,9
MOL04418,Oncology,497.17,1.96,0,10
MOL04419,Oncology,401.32,1.29,5,4
MOL04420,Neurology,450.28,1.31,3,8
MOL04421,Oncology,311.61,1.55,3,9
MOL04422,Neurology,549.56,1.51,3,4
MOL04423,Oncology,309.85,2.0,1,8
MOL04424,Oncology,283.32,1.27,2,2
MOL04425,Neurology,400.02,3.49,3,6
MOL04426,Immunology,374.43,3.05,2,6
MOL04427,Cardiology,543.15,1.33,1,7
MOL04428,Oncology,364.16,1.22,3,9
MOL04429,Neurology,535.42,2.22,4,4
MOL04430,Oncology,265.45,2.62,3,1
MOL04431,Immunology,392.17,4.8,2,3
MOL04432,Neurology,269.93,3.13,1,7
MOL04433,Immunology,417.12,1.01,1,5
MOL04434,Oncology,430.96,1.45,0,1
MOL04435,Oncology,447.72,1.36,2,2
MOL04436,Oncology,253.48,1.81,5,1
MOL04437,Cardiology,528.82,2.46,1,9
MOL04438,Immunology,478.72,3.07,2,9
MOL04439,Neurology,276.61,2.99,3,3
MOL04440,Cardiology,318.01,2.05,1,9
MOL04441,Neurology,353.96,3.93,5,2
MOL04442,Cardiology,433.51,4.98,5,8
MOL04443,Neurology,531.53,2.27,3,1
MOL04444,Cardiology,312.1,2.98,0,7
MOL04445,Neurology,313.81,2.85,0,7
MOL04446,Oncology,549.11,1.46,5,3
MOL04447,Cardiology,358.44,3.39,1,5
MOL04448,Neurology,514.09,1.83,1,3
MOL04449,Cardiology,316.21,2.05,5,6
MOL04450,Immunology,345.79,1.54,5,8
MOL04451,Cardiology,294.74,3.24,5,8
MOL04452,Immunology,520.41,1.45,2,8
MOL04453,Cardiology,466.22,1.02,0,2
MOL04454,Oncology,348.77,4.18,1,2
MOL04455,Oncology,401.24,3.72,4,10
MOL04456,Oncology,373.41,1.11,4,8
MOL04457,Cardiology,251.93,3.76,0,3
MOL04458,Neurology,400.25,2.87,3,9
MOL04459,Oncology,470.0,3.65,4,1
MOL04460,Immunology,292.52,3.18,1,9
MOL04461,Cardiology,428.25,1.53,0,3
MOL04462,Immunology,484.41,1.73,4,7
MOL04463,Oncology,427.49,1.81,2,4
MOL04464,Cardiology,515.99,3.87,1,7
MOL04465,Cardiology,482.29,4.95,3,5
MOL04466,Cardiology,509.22,1.51,4,6
MOL04467,Oncology,360.7,3.45,5,6
MOL04468,Immunology,373.58,4.4,4,9
MOL04469,Cardiology,397.8,4.96,3,4
MOL04470,Cardiology,282.95,1.47,1,9
MOL04471,Immunology,327.27,4.7,2,8
MOL04472,Cardiology,534.43,3.84,0,10
MOL04473,Cardiology,285.36,4.61,3,5
MOL04474,Cardiology,332.34,2.18,3,6
MOL04475,Cardiology,434.62,3.81,1,4
MOL04476,Immunology,334.29,2.89,5,6
MOL04477,Cardiology,435.79,2.28,1,5
MOL04478,Immunology,327.45,4.14,0,6
MOL04479,Neurology,522.83,1.77,5,6
MOL04480,Oncology,313.58,2.04,5,4
MOL04481,Immunology,296.13,2.16,5,5
MOL04482,Cardiology,465.57,4.68,1,4
MOL04483,Oncology,473.53,1.11,4,8
MOL04484,Cardiology,530.29,3.46,5,9
MOL04485,Oncology,448.39,2.53,2,7
MOL04486,Neurology,454.01,1.77,1,10
MOL04487,Oncology,437.41,4.97,4,5
MOL04488,Cardiology,516.12,4.17,5,4
MOL04489,Oncology,353.79,4.3,5,3
MOL04490,Immunology,322.6,3.23,4,3
MOL04491,Neurology,300.07,2.75,3,2
MOL04492,Neurology,474.86,4.95,1,2
MOL04493,Oncology,442.9,3.42,0,1
MOL04494,Cardiology,366.23,3.07,2,2
MOL04495,Cardiology,280.55,2.23,0,10
MOL04496,Neurology,339.32,2.25,2,5
MOL04497,Immunology,336.19,3.59,2,1
MOL04498,Neurology,357.81,2.25,1,1
MOL04499,Immunology,486.13,1.88,0,7
MOL04500,Oncology,513.72,2.74,5,3
MOL04501,Neurology,482.43,5.0,5,1
MOL04502,Cardiology,437.83,4.29,3,10
MOL04503,Immunology,377.12,1.83,2,8
MOL04504,Neurology,541.36,1.55,3,3
MOL04505,Immunology,514.75,1.19,2,10
MOL04506,Immunology,424.42,4.8,3,1
MOL04507,Cardiology,549.84,4.84,2,1
MOL04508,Cardiology,291.65,2.8,2,10
MOL04509,Immunology,336.53,1.95,4,7
MOL04510,Oncology,370.97,2.93,2,3
MOL04511,Immunology,296.33,1.19,5,7
MOL04512,Neurology,535.14,1.36,2,1
MOL04513,Immunology,416.19,1.29,4,1
MOL04514,Oncology,434.15,1.72,4,3
MOL04515,Immunology,439.41,2.89,0,6
MOL04516,Neurology,286.11,3.33,0,1
MOL04517,Neurology,487.72,3.84,1,9
MOL04518,Neurology,330.89,4.37,1,1
MOL04519,Immunology,401.83,4.27,5,5
MOL04520,Cardiology,490.25,1.87,3,4
MOL04521,Neurology,282.38,1.97,0,6
MOL04522,Cardiology,269.62,1.64,0,9
MOL04523,Immunology,511.05,2.51,4,1
MOL04524,Oncology,537.05,2.28,3,2
MOL04525,Immunology,467.66,1.01,1,9
MOL04526,Cardiology,375.72,1.34,2,3
MOL04527,Oncology,531.42,2.54,1,1
MOL04528,Oncology,265.66,3.82,4,5
MOL04529,Cardiology,279.57,4.14,2,3
MOL04530,Neurology,304.97,1.45,2,4
MOL04531,Cardiology,375.63,2.39,1,8
MOL04532,Cardiology,478.69,2.82,5,8
MOL04533,Cardiology,427.0,1.99,0,9
MOL04534,Immunology,282.8,4.84,1,5
MOL04535,Immunology,349.72,1.19,4,5
MOL04536,Immunology,258.6,4.64,5,3
MOL04537,Neurology,259.5,4.86,3,5
MOL04538,Neurology,353.65,4.14,0,10
MOL04539,Oncology,396.72,4.93,4,5
MOL04540,Immunology,321.21,3.0,5,10
MOL04541,Oncology,330.9,2.65,3,4
MOL04542,Cardiology,457.99,1.13,1,5
MOL04543,Immunology,506.47,1.85,4,5
MOL04544,Cardiology,467.16,1.18,2,3
MOL04545,Cardiology,346.16,1.41,4,5
MOL04546,Oncology,544.24,1.35,3,8
MOL04547,Neurology,261.33,2.98,1,5
MOL04548,Neurology,406.21,1.37,4,9
MOL04549,Oncology,524.97,4.83,5,9
MOL04550,Immunology,316.68,4.93,5,7
MOL04551,Neurology,384.18,4.17,1,9
MOL04552,Cardiology,521.23,5.0,5,5
MOL04553,Immunology,264.12,3.64,2,8
MOL04554,Neurology,278.57,3.37,5,9
MOL04555,Immunology,260.72,3.39,3,8
MOL04556,Cardiology,313.11,1.4,5,8
MOL04557,Neurology,366.87,1.16,2,1
MOL04558,Oncology,485.48,1.4,2,9
MOL04559,Oncology,372.02,1.09,0,6
MOL04560,Oncology,371.25,2.21,0,10
MOL04561,Oncology,358.86,3.6,2,9
MOL04562,Immunology,354.26,1.4,3,10
MOL04563,Oncology,289.25,2.73,3,7
MOL04564,Immunology,526.54,2.64,3,9
MOL04565,Cardiology,348.8,2.61,1,6
MOL04566,Cardiology,355.43,1.24,2,3
MOL04567,Cardiology,438.06,1.45,2,9
MOL04568,Immunology,338.42,2.76,3,2
MOL04569,Oncology,498.64,2.36,0,7
MOL04570,Oncology,288.69,3.47,1,9
MOL04571,Cardiology,392.01,3.7,3,2
MOL04572,Neurology,517.31,1.26,5,6
MOL04573,Immunology,423.26,1.21,2,8
MOL04574,Neurology,384.13,2.06,3,5
MOL04575,Cardiology,346.77,2.29,0,4
MOL04576,Cardiology,326.82,2.27,5,6
MOL04577,Immunology,499.03,2.59,0,7
MOL04578,Neurology,343.71,1.76,3,4
MOL04579,Cardiology,305.37,2.99,3,8
MOL04580,Cardiology,469.5,2.91,4,7
MOL04581,Oncology,470.31,2.21,2,3
MOL04582,Neurology,355.33,3.75,5,9
MOL04583,Oncology,314.05,2.88,1,2
MOL04584,Immunology,284.99,2.65,3,1
MOL04585,Neurology,381.71,4.69,0,1
MOL04586,Immunology,250.95,2.26,1,1
MOL04587,Cardiology,424.84,4.04,4,10
MOL04588,Neurology,299.62,1.09,1,1
MOL04589,Neurology,498.04,2.5,4,7
MOL04590,Cardiology,492.19,4.95,2,5
MOL04591,Immunology,438.82,4.95,3,6
MOL04592,Neurology,339.46,2.37,5,6
MOL04593,Immunology,332.43,1.15,2,9
MOL04594,Cardiology,461.75,1.37,5,1
MOL04595,Cardiology,253.1,3.22,1,3
MOL04596,Cardiology,422.46,4.08,0,7
MOL04597,Neurology,279.78,2.63,5,1
MOL04598,Oncology,402.17,4.83,3,7
MOL04599,Neurology,288.59,3.67,2,7
MOL04600,Immunology,521.24,3.98,0,7
MOL04601,Neurology,468.76,2.19,2,4
MOL04602,Cardiology,279.06,1.7,3,8
MOL04603,Immunology,417.91,3.71,3,5
MOL04604,Neurology,427.44,1.11,0,8
MOL04605,Cardiology,457.67,2.68,5,7
MOL04606,Cardiology,304.29,2.09,0,2
MOL04607,Immunology,377.67,4.0,0,9
MOL04608,Neurology,299.91,2.58,5,8
MOL04609,Immunology,423.7,2.0,1,5
MOL04610,Oncology,459.98,1.75,2,6
MOL04611,Immunology,445.13,4.4,4,6
MOL04612,Oncology,297.63,2.83,5,10
MOL04613,Neurology,417.69,3.43,2,6
MOL04614,Cardiology,267.43,4.55,5,7
MOL04615,Cardiology,354.47,3.06,3,2
MOL04616,Cardiology,432.37,4.31,3,6
MOL04617,Oncology,374.52,1.47,4,3
MOL04618,Immunology,264.17,2.92,5,2
MOL04619,Immunology,354.31,3.56,1,2
MOL04620,Cardiology,452.2,2.05,3,10
MOL04621,Cardiology,361.31,3.46,5,3
MOL04622,Oncology,280.03,4.03,1,7
MOL04623,Immunology,401.81,4.91,3,1
MOL04624,Cardiology,331.6,4.21,1,3
MOL04625,Neurology,285.6,3.59,0,2
MOL04626,Oncology,329.43,2.01,4,9
MOL04627,Cardiology,379.17,3.31,4,10
MOL04628,Neurology,395.38,1.46,3,8
MOL04629,Oncology,313.08,2.94,3,8
MOL04630,Oncology,350.48,4.29,0,5
MOL04631,Neurology,257.03,2.9,4,1
MOL04632,Cardiology,427.52,2.5,3,9
MOL04633,Immunology,435.12,3.76,2,10
MOL04634,Cardiology,387.21,2.24,3,10
MOL04635,Neurology,406.09,1.38,2,3
MOL04636,Cardiology,383.74,2.96,3,8
MOL04637,Immunology,547.94,4.2,4,6
MOL04638,Immunology,363.39,1.67,5,6
MOL04639,Immunology,339.06,1.8,1,8
MOL04640,Neurology,476.16,1.3,5,4
MOL04641,Oncology,477.71,1.87,0,10
MOL04642,Cardiology,429.11,3.79,0,1
MOL04643,Immunology,303.48,3.13,3,1
MOL04644,Immunology,463.59,1.78,5,5
MOL04645,Neurology,487.22,3.23,5,7
MOL04646,Cardiology,277.37,4.39,1,6
MOL04647,Oncology,321.22,1.3,1,3
MOL04648,Neurology,416.69,3.38,2,6
MOL04649,Neurology,501.39,1.57,2,9
MOL04650,Cardiology,502.51,2.93,3,2
MOL04651,Immunology,283.48,3.66,4,10
MOL04652,Immunology,445.16,3.6,2,6
MOL04653,Cardiology,438.96,3.37,3,3
MOL04654,Immunology,509.95,3.42,2,4
MOL04655,Cardiology,517.97,4.17,1,3
MOL04656,Oncology,470.35,2.59,1,9
MOL04657,Cardiology,544.1,2.29,4,6
MOL04658,Immunology,524.76,3.02,2,7
MOL04659,Neurology,543.33,4.69,1,8
MOL04660,Immunology,444.27,4.06,3,7
MOL04661,Immunology,468.11,1.87,3,3
MOL04662,Immunology,360.72,2.88,1,9
MOL04663,Cardiology,540.58,3.81,5,9
MOL04664,Cardiology,342.1,2.29,1,6
MOL04665,Immunology,298.28,3.39,0,7
MOL04666,Immunology,474.47,4.49,5,1
MOL04667,Cardiology,331.17,1.94,2,9
MOL04668,Neurology,415.3,3.48,2,5
MOL04669,Immunology,259.56,2.9,4,7
MOL04670,Neurology,478.59,2.44,1,7
MOL04671,Cardiology,292.67,1.24,1,3
MOL04672,Neurology,523.56,1.3,1,4
MOL04673,Neurology,498.04,2.45,0,5
MOL04674,Immunology,323.2,1.74,0,3
MOL04675,Neurology,535.26,2.56,4,6
MOL04676,Neurology,330.35,2.47,1,10
MOL04677,Cardiology,356.96,2.21,5,6
MOL04678,Immunology,447.25,4.23,5,5
MOL04679,Cardiology,366.69,1.24,3,1
MOL04680,Oncology,365.88,2.15,5,8
MOL04681,Cardiology,522.3,2.28,1,9
MOL04682,Oncology,471.97,4.8,0,9
MOL04683,Oncology,527.59,2.05,1,7
MOL04684,Cardiology,379.8,3.5,3,10
MOL04685,Neurology,342.62,3.2,4,6
MOL04686,Oncology,463.93,4.02,2,1
MOL04687,Immunology,385.53,2.36,5,7
MOL04688,Cardiology,274.33,2.56,1,3
MOL04689,Cardiology,403.53,4.04,3,9
MOL04690,Neurology,404.45,1.05,1,3
MOL04691,Immunology,303.87,4.7,0,4
MOL04692,Cardiology,321.95,3.3,2,2
MOL04693,Cardiology,345.91,4.83,1,2
MOL04694,Cardiology,402.8,3.59,0,10
MOL04695,Neurology,461.51,1.48,3,6
MOL04696,Immunology,489.83,2.71,4,4
MOL04697,Cardiology,404.47,2.32,2,2
MOL04698,Neurology,459.01,3.98,1,4
MOL04699,Immunology,418.18,3.66,1,10
MOL04700,Neurology,398.1,4.67,4,4
MOL04701,Immunology,384.39,1.65,2,5
MOL04702,Immunology,278.13,3.63,3,2
MOL04703,Neurology,320.11,1.12,5,9
MOL04704,Cardiology,453.51,2.87,5,4
MOL04705,Oncology,402.38,4.01,4,7
MOL04706,Oncology,369.22,3.33,2,2
MOL04707,Oncology,470.86,3.69,5,3
MOL04708,Immunology,421.77,1.37,0,3
MOL04709,Neurology,428.04,3.55,3,7
MOL04710,Neurology,273.1,4.4,5,6
MOL04711,Neurology,503.1,4.44,4,9
MOL04712,Cardiology,278.31,2.77,4,2
MOL04713,Neurology,307.34,3.16,2,2
MOL04714,Immunology,519.95,3.21,3,4
MOL04715,Cardiology,352.78,1.0,1,3
MOL04716,Oncology,488.84,2.23,3,3
MOL04717,Oncology,496.89,4.8,5,10
MOL04718,Oncology,307.76,4.42,4,1
MOL04719,Cardiology,391.64,1.71,0,10
MOL04720,Cardiology,432.33,2.39,5,10
MOL04721,Immunology,521.11,1.09,3,5
MOL04722,Neurology,452.97,2.32,0,8
MOL04723,Immunology,326.16,2.96,5,1
MOL04724,Immunology,339.11,4.89,2,4
MOL04725,Oncology,451.57,1.8,4,3
MOL04726,Cardiology,493.82,3.22,0,4
MOL04727,Immunology,432.42,2.06,1,2
MOL04728,Oncology,517.97,1.61,1,3
MOL04729,Immunology,365.26,1.41,0,7
MOL04730,Oncology,381.31,2.73,1,9
MOL04731,Cardiology,440.53,1.63,4,8
MOL04732,Immunology,312.56,1.87,0,2
MOL04733,Neurology,495.29,3.48,4,7
MOL04734,Neurology,347.75,4.2,1,5
MOL04735,Oncology,339.41,2.41,3,9
MOL04736,Immunology,532.89,1.47,4,2
MOL04737,Immunology,549.75,3.59,5,1
MOL04738,Immunology,542.38,1.67,4,9
MOL04739,Immunology,255.06,2.26,0,6
MOL04740,Oncology,359.06,1.23,3,5
MOL04741,Immunology,436.17,4.98,5,2
MOL04742,Cardiology,324.34,1.72,4,7
MOL04743,Neurology,473.15,1.58,3,10
MOL04744,Neurology,381.9,2.15,3,9
MOL04745,Neurology,504.66,4.9,2,9
MOL04746,Oncology,268.63,2.61,5,7
MOL04747,Neurology,424.6,2.69,4,7
MOL04748,Neurology,382.61,2.06,3,3
MOL04749,Immunology,358.85,4.43,4,9
MOL04750,Neurology,441.28,4.93,4,9
MOL04751,Cardiology,533.82,3.45,5,8
MOL04752,Oncology,397.23,4.61,1,10
MOL04753,Cardiology,526.06,1.46,4,6
MOL04754,Oncology,521.93,1.58,5,4
MOL04755,Immunology,383.82,4.45,3,2
MOL04756,Immunology,392.83,1.83,5,3
MOL04757,Cardiology,528.57,2.39,1,3
MOL04758,Immunology,366.64,1.66,3,4
MOL04759,Cardiology,450.22,4.0,3,3
MOL04760,Oncology,505.29,3.59,3,5
MOL04761,Oncology,502.89,1.34,4,5
MOL04762,Immunology,316.63,3.25,1,4
MOL04763,Neurology,331.95,4.4,1,1
MOL04764,Neurology,449.68,2.84,4,6
MOL04765,Neurology,399.65,1.01,1,6
MOL04766,Neurology,330.59,4.67,5,4
MOL04767,Immunology,501.04,1.58,3,5
MOL04768,Oncology,509.87,1.81,3,7
MOL04769,Immunology,251.81,2.31,0,3
MOL04770,Immunology,370.55,1.74,2,9
MOL04771,Cardiology,425.98,1.35,2,9
MOL04772,Immunology,259.19,2.94,3,2
MOL04773,Neurology,528.99,2.88,4,1
MOL04774,Cardiology,271.04,1.43,3,9
MOL04775,Neurology,452.43,4.48,0,3
MOL04776,Cardiology,474.34,3.3,1,3
MOL04777,Neurology,310.89,4.7,2,5
MOL04778,Cardiology,472.69,4.93,4,1
MOL04779,Neurology,366.15,3.81,2,8
MOL04780,Oncology,529.4,2.76,1,4
MOL04781,Neurology,258.68,4.27,2,10
MOL04782,Cardiology,393.66,3.2,3,6
MOL04783,Neurology,383.38,3.87,3,4
MOL04784,Immunology,403.9,1.43,5,8
MOL04785,Immunology,366.79,1.43,5,9
MOL04786,Cardiology,380.27,2.49,4,8
MOL04787,Oncology,530.5,2.44,3,3
MOL04788,Oncology,395.52,3.53,2,3
MOL04789,Neurology,323.34,2.98,2,7
MOL04790,Neurology,450.13,4.72,5,4
MOL04791,Neurology,414.57,2.13,3,1
MOL04792,Neurology,349.09,1.34,3,1
MOL04793,Neurology,465.21,1.42,4,6
MOL04794,Immunology,311.36,2.05,5,6
MOL04795,Neurology,423.88,2.9,0,7
MOL04796,Cardiology,291.54,1.14,5,5
MOL04797,Oncology,518.45,4.8,1,5
MOL04798,Oncology,308.45,3.8,4,3
MOL04799,Immunology,470.12,4.19,1,9
MOL04800,Immunology,405.83,2.97,5,4
MOL04801,Cardiology,542.95,1.35,0,4
MOL04802,Oncology,455.98,2.59,1,6
MOL04803,Neurology,392.98,3.42,0,7
MOL04804,Cardiology,429.65,4.78,3,5
MOL04805,Oncology,368.99,1.18,5,8
MOL04806,Immunology,348.6,1.1,2,2
MOL04807,Oncology,418.59,3.79,4,2
MOL04808,Neurology,526.49,3.34,3,6
MOL04809,Oncology,319.35,3.46,5,8
MOL04810,Neurology,281.39,1.96,4,1
MOL04811,Cardiology,318.65,3.74,5,8
MOL04812,Oncology,304.14,4.74,5,3
MOL04813,Neurology,330.51,2.19,3,2
MOL04814,Neurology,429.18,1.15,4,8
MOL04815,Oncology,380.25,1.98,3,9
MOL04816,Cardiology,309.17,2.05,2,3
MOL04817,Cardiology,330.25,2.68,0,9
MOL04818,Cardiology,301.45,1.05,0,6
MOL04819,Immunology,315.12,1.72,2,10
MOL04820,Immunology,403.06,3.35,3,9
MOL04821,Immunology,518.72,2.78,3,10
MOL04822,Oncology,520.64,4.34,4,9
MOL04823,Immunology,273.27,2.18,0,4
MOL04824,Oncology,309.42,3.51,1,9
MOL04825,Oncology,297.73,3.03,2,1
MOL04826,Immunology,414.98,3.67,1,3
MOL04827,Immunology,351.28,4.66,5,5
MOL04828,Neurology,368.96,4.46,0,4
MOL04829,Cardiology,464.35,4.97,5,1
MOL04830,Oncology,280.02,4.28,3,10
MOL04831,Cardiology,338.77,2.73,0,1
MOL04832,Neurology,275.94,1.65,1,8
MOL04833,Neurology,451.1,3.83,0,6
MOL04834,Oncology,300.6,2.05,4,9
MOL04835,Neurology,275.67,1.62,3,7
MOL04836,Cardiology,370.21,2.98,2,10
MOL04837,Oncology,491.4,2.38,3,7
MOL04838,Neurology,449.41,3.26,2,9
MOL04839,Cardiology,287.66,1.12,4,1
MOL04840,Neurology,386.2,4.67,5,10
MOL04841,Neurology,481.45,4.2,1,6
MOL04842,Immunology,457.38,1.31,3,9
MOL04843,Immunology,341.58,3.6,5,7
MOL04844,Neurology,468.55,3.05,2,3
MOL04845,Oncology,362.08,4.85,0,9
MOL04846,Immunology,386.87,1.66,1,5
MOL04847,Cardiology,460.29,2.76,1,10
MOL04848,Neurology,387.08,4.45,0,2
MOL04849,Immunology,465.82,4.86,5,6
MOL04850,Oncology,254.29,2.54,1,9
MOL04851,Immunology,270.12,2.34,3,5
MOL04852,Neurology,312.01,4.66,5,8
MOL04853,Immunology,460.67,3.98,2,9
MOL04854,Oncology,304.39,3.07,2,2
MOL04855,Cardiology,441.12,1.24,1,4
MOL04856,Neurology,463.54,3.95,3,7
MOL04857,Oncology,290.99,1.13,0,9
MOL04858,Cardiology,265.21,4.05,5,3
MOL04859,Cardiology,324.3,3.9,1,6
MOL04860,Immunology,449.27,2.36,4,1
MOL04861,Immunology,543.98,4.8,1,4
MOL04862,Immunology,397.2,2.43,3,2
MOL04863,Immunology,469.99,4.17,4,5
MOL04864,Neurology,385.16,2.05,3,6
MOL04865,Cardiology,506.87,4.24,4,2
MOL04866,Oncology,429.95,2.33,3,5
MOL04867,Neurology,506.45,4.05,2,4
MOL04868,Immunology,360.2,2.29,4,1
MOL04869,Oncology,334.39,2.23,5,10
MOL04870,Oncology,427.61,3.82,2,9
MOL04871,Cardiology,409.91,4.35,1,3
MOL04872,Immunology,458.43,2.48,3,6
MOL04873,Neurology,413.2,2.8,1,9
MOL04874,Cardiology,351.13,4.95,0,10
MOL04875,Cardiology,409.33,4.25,0,4
MOL04876,Immunology,312.79,1.64,1,2
MOL04877,Neurology,302.38,1.83,5,10
MOL04878,Neurology,540.01,1.14,0,4
MOL04879,Neurology,378.81,1.29,4,8
MOL04880,Cardiology,371.8,4.31,3,4
MOL04881,Immunology,411.85,2.64,3,1
MOL04882,Cardiology,360.24,3.51,3,3
MOL04883,Neurology,254.34,3.47,3,9
MOL04884,Oncology,348.4,3.67,0,1
MOL04885,Immunology,424.94,1.36,5,8
MOL04886,Neurology,382.43,2.96,5,2
MOL04887,Neurology,524.27,1.5,1,8
MOL04888,Cardiology,282.34,3.74,0,9
MOL04889,Cardiology,525.66,3.75,4,4
MOL04890,Immunology,438.83,4.47,5,2
MOL04891,Immunology,321.39,3.11,2,2
MOL04892,Immunology,283.94,1.93,4,3
MOL04893,Neurology,291.99,3.42,2,8
MOL04894,Neurology,356.03,1.97,3,3
MOL04895,Oncology,458.9,3.47,4,10
MOL04896,Neurology,324.68,4.29,2,10
MOL04897,Neurology,501.42,3.5,5,8
MOL04898,Oncology,520.72,2.46,5,2
MOL04899,Neurology,472.14,1.44,3,2
MOL04900,Neurology,393.13,4.31,2,7
MOL04901,Cardiology,495.8,1.79,5,10
MOL04902,Immunology,499.61,1.09,4,8
MOL04903,Oncology,401.34,2.93,0,1
MOL04904,Neurology,469.81,3.53,5,7
MOL04905,Cardiology,400.48,3.04,3,2
MOL04906,Oncology,356.9,3.63,0,7
MOL04907,Oncology,525.73,3.48,2,9
MOL04908,Neurology,291.99,4.94,0,3
MOL04909,Neurology,361.68,1.96,3,4
MOL04910,Immunology,431.16,3.67,2,1
MOL04911,Immunology,331.35,1.27,5,7
MOL04912,Immunology,315.63,3.11,1,3
MOL04913,Immunology,250.87,4.85,2,4
MOL04914,Immunology,539.1,3.22,1,8
MOL04915,Cardiology,297.27,2.28,2,4
MOL04916,Neurology,254.45,3.8,0,6
MOL04917,Oncology,512.5,1.43,5,2
MOL04918,Immunology,541.0,1.77,0,2
MOL04919,Oncology,288.04,1.33,3,10
MOL04920,Oncology,363.99,4.25,0,6
MOL04921,Cardiology,373.66,3.68,2,10
MOL04922,Oncology,368.63,1.88,0,7
MOL04923,Oncology,331.29,2.48,5,9
MOL04924,Neurology,306.26,3.34,2,3
MOL04925,Immunology,465.77,3.23,4,1
MOL04926,Oncology,370.02,2.56,4,8
MOL04927,Oncology,348.69,2.57,2,7
MOL04928,Cardiology,523.54,3.78,2,6
MOL04929,Neurology,503.03,4.72,5,5
MOL04930,Immunology,463.05,2.0,3,1
MOL04931,Neurology,461.17,3.45,0,8
MOL04932,Immunology,323.51,1.14,1,9
MOL04933,Cardiology,532.04,2.08,3,6
MOL04934,Oncology,451.25,4.15,0,8
MOL04935,Cardiology,400.27,3.06,4,3
MOL04936,Oncology,439.23,4.29,4,2
MOL04937,Neurology,501.91,3.93,0,8
MOL04938,Immunology,328.6,3.12,0,9
MOL04939,Cardiology,391.02,1.74,5,10
MOL04940,Cardiology,346.38,1.72,4,7
MOL04941,Oncology,395.88,2.67,3,10
MOL04942,Cardiology,251.57,2.3,0,3
MOL04943,Immunology,358.87,2.82,3,1
MOL04944,Cardiology,338.33,3.43,4,3
MOL04945,Oncology,476.24,3.71,0,10
MOL04946,Cardiology,341.07,1.94,0,4
MOL04947,Cardiology,429.68,4.7,0,3
MOL04948,Neurology,330.76,4.46,4,8
MOL04949,Oncology,288.33,4.88,4,9
MOL04950,Oncology,444.29,2.79,4,7
MOL04951,Oncology,549.03,4.23,2,10
MOL04952,Oncology,546.35,3.65,0,1
